orig_cell_types	layer_ID
Excitatory	10
Inhibitory	10
Excitatory	10
Excitatory	10
OD Mature 2	10
Excitatory	10
Excitatory	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Excitatory	10
Ambiguous	10
OD Mature 2	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Endothelial 1	10
Excitatory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Excitatory	10
Excitatory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Ambiguous	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Excitatory	10
Ambiguous	10
OD Mature 2	10
Excitatory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Excitatory	10
Endothelial 1	10
Endothelial 1	10
Excitatory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Microglia	10
Astrocyte	10
Excitatory	10
Astrocyte	10
OD Mature 3	10
Excitatory	10
OD Immature 1	10
Inhibitory	10
Ambiguous	10
Excitatory	10
Endothelial 1	10
Excitatory	10
Ambiguous	10
Excitatory	10
Excitatory	10
Excitatory	10
Ambiguous	10
Astrocyte	10
Excitatory	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Astrocyte	10
Endothelial 3	10
Excitatory	10
Ambiguous	10
Astrocyte	10
Excitatory	10
Excitatory	10
Excitatory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Excitatory	10
Astrocyte	10
Excitatory	10
Excitatory	10
Astrocyte	10
Ambiguous	10
Ambiguous	10
Excitatory	10
OD Immature 1	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Excitatory	10
Excitatory	10
Excitatory	10
Excitatory	10
Excitatory	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Ambiguous	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Astrocyte	10
Ambiguous	10
Ambiguous	10
Astrocyte	10
Astrocyte	10
Excitatory	10
Excitatory	10
Excitatory	10
Astrocyte	10
Ambiguous	10
Excitatory	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Excitatory	10
OD Immature 1	10
Inhibitory	10
Excitatory	10
Endothelial 2	10
Pericytes	10
Astrocyte	10
OD Immature 2	10
Astrocyte	10
OD Immature 2	10
Pericytes	10
OD Immature 1	10
Astrocyte	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Astrocyte	10
Astrocyte	10
OD Immature 2	10
Astrocyte	10
Ambiguous	10
Astrocyte	10
Astrocyte	10
Astrocyte	10
Astrocyte	10
Astrocyte	10
Astrocyte	10
Pericytes	10
Endothelial 3	10
Endothelial 2	10
Excitatory	10
Astrocyte	10
Excitatory	10
Astrocyte	10
Astrocyte	10
Excitatory	10
Endothelial 3	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
OD Immature 1	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Astrocyte	10
Astrocyte	10
Excitatory	10
Ambiguous	10
Inhibitory	10
Astrocyte	10
Astrocyte	10
Ambiguous	10
Astrocyte	10
OD Mature 2	10
Excitatory	10
OD Mature 2	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Excitatory	10
OD Mature 2	10
Inhibitory	10
Excitatory	10
OD Mature 2	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Excitatory	10
OD Mature 2	10
Excitatory	10
Excitatory	10
Endothelial 1	10
Astrocyte	10
Excitatory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Excitatory	10
Astrocyte	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Endothelial 3	10
Endothelial 1	10
Endothelial 3	10
Inhibitory	10
Inhibitory	10
OD Mature 2	10
Ambiguous	10
Inhibitory	10
Excitatory	10
Endothelial 1	10
Inhibitory	10
Ambiguous	10
Excitatory	10
OD Mature 2	10
Endothelial 3	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
OD Mature 2	10
Astrocyte	10
Excitatory	10
OD Immature 1	10
Astrocyte	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Astrocyte	10
Ambiguous	10
Astrocyte	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Microglia	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Microglia	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Endothelial 3	10
Excitatory	10
Endothelial 1	10
Microglia	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Excitatory	10
Excitatory	10
Excitatory	10
Pericytes	10
Inhibitory	10
Inhibitory	10
Pericytes	10
Pericytes	10
Pericytes	10
Ambiguous	10
OD Mature 2	10
Inhibitory	10
Pericytes	10
Inhibitory	10
Astrocyte	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Endothelial 1	10
Ambiguous	10
Astrocyte	10
OD Mature 2	10
Endothelial 1	10
Inhibitory	10
OD Immature 1	10
OD Mature 2	10
Excitatory	10
Inhibitory	10
Astrocyte	10
Ambiguous	10
Ambiguous	10
Ambiguous	10
Astrocyte	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Pericytes	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Pericytes	10
Pericytes	10
Inhibitory	10
Inhibitory	10
Ependymal	10
Endothelial 1	10
Ambiguous	10
Inhibitory	10
Excitatory	10
Endothelial 1	10
Excitatory	10
Excitatory	10
Excitatory	10
Inhibitory	10
Pericytes	10
Inhibitory	10
Ambiguous	10
Microglia	10
Excitatory	10
Pericytes	10
Excitatory	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Excitatory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Excitatory	10
OD Mature 1	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Excitatory	10
Astrocyte	10
Inhibitory	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Ambiguous	10
OD Immature 1	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Astrocyte	10
OD Mature 2	10
Inhibitory	10
Excitatory	10
Excitatory	10
Excitatory	10
Inhibitory	10
OD Mature 2	10
Inhibitory	10
OD Mature 2	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
OD Immature 1	10
Excitatory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Excitatory	10
Endothelial 1	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Endothelial 1	10
Ambiguous	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Inhibitory	10
Excitatory	10
Excitatory	10
OD Immature 1	10
Ambiguous	10
Excitatory	10
Inhibitory	10
OD Immature 1	10
Endothelial 1	10
Inhibitory	10
Endothelial 1	10
Microglia	10
Inhibitory	10
Inhibitory	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Astrocyte	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Excitatory	10
Inhibitory	10
OD Immature 1	10
OD Immature 1	10
Endothelial 3	10
Astrocyte	10
Excitatory	10
Inhibitory	10
OD Immature 1	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Endothelial 3	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Microglia	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Astrocyte	10
Astrocyte	10
Ambiguous	10
Endothelial 1	10
OD Immature 2	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Microglia	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Endothelial 1	10
Inhibitory	10
Endothelial 2	10
Inhibitory	10
Microglia	10
Ambiguous	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
Pericytes	10
Excitatory	10
Ambiguous	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Astrocyte	10
Ambiguous	10
Inhibitory	10
OD Mature 2	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Pericytes	10
Excitatory	10
Excitatory	10
Ambiguous	10
Inhibitory	10
Excitatory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Endothelial 1	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
OD Immature 1	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Excitatory	10
OD Immature 1	10
Microglia	10
OD Immature 2	10
Inhibitory	10
Endothelial 1	10
Ambiguous	10
Inhibitory	10
OD Immature 1	10
Inhibitory	10
Ambiguous	10
OD Mature 2	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
OD Immature 2	10
Ambiguous	10
Excitatory	10
Endothelial 1	10
Astrocyte	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
OD Immature 1	10
Excitatory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
OD Immature 2	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Astrocyte	10
OD Mature 2	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Excitatory	10
Astrocyte	10
OD Mature 2	10
OD Mature 2	10
Ambiguous	10
OD Mature 2	10
OD Mature 2	10
Excitatory	10
OD Mature 2	10
OD Mature 2	10
Ambiguous	10
Ambiguous	10
OD Mature 4	10
Ambiguous	10
Excitatory	10
OD Mature 2	10
OD Mature 2	10
Ambiguous	10
Astrocyte	10
Ambiguous	10
Astrocyte	10
Excitatory	10
Excitatory	10
Ambiguous	10
OD Mature 2	10
Excitatory	10
Ambiguous	10
Excitatory	10
Excitatory	10
Ambiguous	10
OD Mature 2	10
OD Mature 2	10
OD Mature 2	10
Excitatory	10
OD Mature 2	10
OD Mature 2	10
OD Mature 2	10
OD Mature 2	10
Excitatory	10
Ambiguous	10
Astrocyte	10
Excitatory	10
Excitatory	10
Excitatory	10
OD Mature 2	10
Excitatory	10
OD Mature 2	10
Excitatory	10
OD Mature 2	10
OD Mature 2	10
OD Mature 2	10
Ambiguous	10
Excitatory	10
OD Immature 1	10
OD Mature 1	10
Excitatory	10
Excitatory	10
Ambiguous	10
OD Mature 1	10
Excitatory	10
Ambiguous	10
Excitatory	10
Ambiguous	10
Excitatory	10
Ambiguous	10
Endothelial 1	10
Astrocyte	10
OD Mature 1	10
Endothelial 3	10
OD Mature 2	10
OD Mature 2	10
Ambiguous	10
Excitatory	10
OD Mature 2	10
Ambiguous	10
OD Mature 2	10
OD Mature 2	10
Excitatory	10
OD Mature 2	10
OD Mature 2	10
OD Mature 2	10
Ambiguous	10
Ambiguous	10
Astrocyte	10
OD Mature 2	10
Ambiguous	10
Excitatory	10
Excitatory	10
OD Mature 2	10
Endothelial 1	10
OD Mature 2	10
Excitatory	10
Ambiguous	10
OD Mature 1	10
Ambiguous	10
Ambiguous	10
OD Mature 1	10
OD Mature 2	10
Ambiguous	10
Microglia	10
Microglia	10
OD Mature 2	10
OD Mature 2	10
OD Mature 2	10
Endothelial 3	10
Inhibitory	10
OD Mature 2	10
Ambiguous	10
OD Mature 2	10
Endothelial 1	10
OD Immature 1	10
Excitatory	10
OD Mature 2	10
Ambiguous	10
Excitatory	10
OD Mature 2	10
Astrocyte	10
OD Mature 2	10
OD Mature 2	10
Astrocyte	10
Excitatory	10
Ambiguous	10
Ambiguous	10
OD Mature 2	10
OD Mature 2	10
OD Mature 2	10
OD Immature 1	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Endothelial 1	10
OD Mature 2	10
Ambiguous	10
Ambiguous	10
Ambiguous	10
OD Mature 2	10
Endothelial 1	10
Excitatory	10
Astrocyte	10
Astrocyte	10
OD Mature 2	10
Excitatory	10
Excitatory	10
Excitatory	10
Ambiguous	10
Ambiguous	10
OD Mature 2	10
Excitatory	10
Ambiguous	10
Excitatory	10
OD Mature 2	10
Ambiguous	10
Excitatory	10
OD Mature 2	10
Ambiguous	10
OD Mature 2	10
Ambiguous	10
Ambiguous	10
OD Mature 2	10
Excitatory	10
Excitatory	10
Astrocyte	10
Ambiguous	10
Endothelial 1	10
Astrocyte	10
OD Mature 2	10
Astrocyte	10
Excitatory	10
OD Mature 2	10
Excitatory	10
OD Mature 4	10
Excitatory	10
OD Mature 2	10
Ambiguous	10
Ambiguous	10
OD Mature 1	10
Excitatory	10
Astrocyte	10
Ambiguous	10
Astrocyte	10
Inhibitory	10
Ambiguous	10
Endothelial 1	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Inhibitory	10
Ambiguous	10
OD Mature 2	10
OD Mature 2	10
Astrocyte	10
Microglia	10
Endothelial 1	10
Astrocyte	10
Excitatory	10
OD Mature 2	10
OD Immature 1	10
Ambiguous	10
OD Mature 2	10
Excitatory	10
OD Mature 2	10
OD Mature 2	10
OD Mature 2	10
Excitatory	10
Endothelial 1	10
OD Mature 1	10
Inhibitory	10
Excitatory	10
Excitatory	10
OD Mature 2	10
Endothelial 1	10
Ambiguous	10
Excitatory	10
Ambiguous	10
Excitatory	10
OD Mature 2	10
Ambiguous	10
Astrocyte	10
OD Mature 2	10
Excitatory	10
Ambiguous	10
Ambiguous	10
OD Mature 2	10
Inhibitory	10
Excitatory	10
OD Mature 2	10
Ambiguous	10
Excitatory	10
OD Mature 2	10
Astrocyte	10
Astrocyte	10
Ambiguous	10
Inhibitory	10
Excitatory	10
Excitatory	10
Astrocyte	10
Excitatory	10
Ambiguous	10
Excitatory	10
Ambiguous	10
OD Mature 2	10
Ambiguous	10
Excitatory	10
Excitatory	10
Excitatory	10
Endothelial 1	10
Excitatory	10
Excitatory	10
Excitatory	10
OD Immature 1	10
Excitatory	10
Endothelial 1	10
Astrocyte	10
Endothelial 3	10
Endothelial 1	10
Astrocyte	10
Astrocyte	10
Inhibitory	10
Ambiguous	10
OD Mature 2	10
Endothelial 1	10
Inhibitory	10
Excitatory	10
Endothelial 1	10
Inhibitory	10
Excitatory	10
Endothelial 1	10
Inhibitory	10
Endothelial 3	10
Endothelial 3	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Microglia	10
Excitatory	10
Astrocyte	10
Excitatory	10
Astrocyte	10
OD Mature 2	10
Astrocyte	10
Ambiguous	10
Endothelial 1	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
OD Mature 2	10
Inhibitory	10
Endothelial 3	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Microglia	10
Ambiguous	10
OD Mature 2	10
Excitatory	10
Excitatory	10
OD Mature 2	10
Inhibitory	10
Ambiguous	10
Excitatory	10
Ambiguous	10
Inhibitory	10
Astrocyte	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Microglia	10
Astrocyte	10
Astrocyte	10
Inhibitory	10
Excitatory	10
Astrocyte	10
Inhibitory	10
Excitatory	10
Endothelial 1	10
Astrocyte	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Endothelial 1	10
Inhibitory	10
Ambiguous	10
Endothelial 1	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Endothelial 1	10
Excitatory	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Inhibitory	10
OD Immature 2	10
Ambiguous	10
Inhibitory	10
Endothelial 1	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Astrocyte	10
Inhibitory	10
Endothelial 1	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
Excitatory	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Ambiguous	10
OD Immature 1	10
Excitatory	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Endothelial 3	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Ambiguous	10
Endothelial 3	10
Inhibitory	10
OD Immature 1	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Astrocyte	10
Excitatory	10
OD Immature 1	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Microglia	10
Ambiguous	10
Inhibitory	10
OD Immature 1	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Astrocyte	10
Excitatory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
OD Immature 1	10
Endothelial 3	10
Astrocyte	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Microglia	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
OD Immature 1	10
Inhibitory	10
Endothelial 3	10
Astrocyte	10
Excitatory	10
Endothelial 3	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
OD Immature 1	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Excitatory	10
Excitatory	10
Inhibitory	10
Endothelial 1	10
Excitatory	10
Excitatory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Endothelial 1	10
Astrocyte	10
Inhibitory	10
Excitatory	10
Astrocyte	10
Inhibitory	10
Microglia	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Excitatory	10
Endothelial 1	10
Ambiguous	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Endothelial 3	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Excitatory	10
Microglia	10
Excitatory	10
Inhibitory	10
Astrocyte	10
Astrocyte	10
Excitatory	10
Excitatory	10
Inhibitory	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
Excitatory	10
OD Immature 1	10
Excitatory	10
Ambiguous	10
Astrocyte	10
Excitatory	10
Endothelial 1	10
Inhibitory	10
Astrocyte	10
Excitatory	10
Ambiguous	10
Excitatory	10
Excitatory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
OD Immature 1	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
Microglia	10
Inhibitory	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
Microglia	10
Endothelial 1	10
OD Mature 2	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Excitatory	10
OD Immature 1	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Excitatory	10
OD Immature 1	10
Inhibitory	10
Excitatory	10
OD Mature 2	10
Astrocyte	10
Excitatory	10
Inhibitory	10
Inhibitory	10
OD Immature 1	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Microglia	10
OD Mature 2	10
Ambiguous	10
Inhibitory	10
Microglia	10
Ambiguous	10
Inhibitory	10
Excitatory	10
OD Mature 2	10
Excitatory	10
Astrocyte	10
Inhibitory	10
Endothelial 1	10
Ambiguous	10
OD Mature 2	10
Astrocyte	10
Ambiguous	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Endothelial 1	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Inhibitory	10
OD Immature 2	10
Microglia	10
Astrocyte	10
OD Mature 2	10
OD Mature 2	10
Astrocyte	10
Astrocyte	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Astrocyte	10
Ambiguous	10
Astrocyte	10
Microglia	10
Excitatory	10
Excitatory	10
Astrocyte	10
OD Mature 2	10
Microglia	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Ependymal	10
Ambiguous	10
OD Mature 1	10
Excitatory	10
Excitatory	10
Inhibitory	10
OD Mature 2	10
OD Immature 1	10
Endothelial 1	10
Excitatory	10
Excitatory	10
Astrocyte	10
Ambiguous	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Excitatory	10
OD Mature 2	10
Astrocyte	10
Endothelial 1	10
Inhibitory	10
OD Mature 2	10
Microglia	10
OD Mature 2	10
Endothelial 1	10
OD Mature 2	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Astrocyte	10
Endothelial 1	10
Astrocyte	10
Inhibitory	10
Astrocyte	10
Astrocyte	10
Astrocyte	10
Endothelial 3	10
Endothelial 3	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Excitatory	10
Endothelial 1	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Inhibitory	10
Endothelial 3	10
Microglia	10
Ambiguous	10
Astrocyte	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
OD Mature 2	10
Inhibitory	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
OD Mature 1	10
Inhibitory	10
Inhibitory	10
OD Mature 2	10
OD Immature 1	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Inhibitory	10
Astrocyte	10
Astrocyte	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Ambiguous	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Endothelial 1	10
Ambiguous	10
Astrocyte	10
Inhibitory	10
Ambiguous	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
OD Mature 2	10
Ambiguous	10
OD Mature 2	10
Astrocyte	10
Ambiguous	10
Ambiguous	10
Inhibitory	10
OD Mature 2	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Endothelial 1	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Ambiguous	10
Inhibitory	10
OD Mature 2	10
Inhibitory	10
Pericytes	10
Astrocyte	10
Pericytes	10
Excitatory	10
Ambiguous	10
Endothelial 1	10
Endothelial 2	10
Ambiguous	10
Ambiguous	10
Inhibitory	10
Ambiguous	10
Pericytes	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
OD Immature 1	10
OD Immature 1	10
OD Mature 2	10
OD Mature 2	10
Astrocyte	10
Inhibitory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Astrocyte	10
Inhibitory	10
Astrocyte	10
OD Mature 2	10
Endothelial 3	10
Endothelial 1	10
Endothelial 1	10
Excitatory	10
Excitatory	10
OD Mature 2	10
Astrocyte	10
Endothelial 3	10
Excitatory	10
Astrocyte	10
Inhibitory	10
Astrocyte	10
OD Mature 2	10
OD Mature 2	10
Microglia	10
Astrocyte	10
Ambiguous	10
Inhibitory	10
Endothelial 1	10
Ambiguous	10
OD Immature 1	10
OD Immature 1	10
OD Immature 1	10
OD Immature 1	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Astrocyte	10
OD Mature 1	10
Endothelial 1	10
Endothelial 1	10
OD Immature 1	10
Microglia	10
Excitatory	10
Ambiguous	10
Excitatory	10
Endothelial 3	10
Endothelial 1	10
Excitatory	10
Endothelial 1	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Ambiguous	10
OD Mature 2	10
Inhibitory	10
Inhibitory	10
Endothelial 1	10
Inhibitory	10
Ambiguous	10
Astrocyte	10
Inhibitory	10
Endothelial 3	10
Inhibitory	10
Excitatory	10
Excitatory	10
Ambiguous	10
Excitatory	10
Excitatory	10
Ambiguous	10
Endothelial 3	10
Inhibitory	10
Endothelial 1	10
Ambiguous	10
Astrocyte	10
Astrocyte	10
Endothelial 1	10
Astrocyte	10
Astrocyte	10
Excitatory	10
Inhibitory	10
Excitatory	10
Inhibitory	10
Ambiguous	10
Ambiguous	10
Ambiguous	10
Excitatory	10
Inhibitory	10
Inhibitory	10
Inhibitory	10
Endothelial 3	10
Endothelial 1	10
Endothelial 3	10
Inhibitory	10
Inhibitory	10
Excitatory	10
OD Mature 2	10
Inhibitory	10
Excitatory	10
Ambiguous	10
Endothelial 1	10
Astrocyte	10
